version type size len rows randomlen prefix slice run time
master random-first 100000000 10000 10000 1 1000 10 4 172.621
master random-first 100000000 10000 10000 1 1000 10 5 172.646
master random-first 100000000 10000 10000 1 1000 10 6 172.600
master random-first 100000000 10000 10000 1 1000 10 7 172.634
master random-first 100000000 10000 10000 1 1000 10 8 172.643
master random-first 100000000 10000 10000 1 1000 10 9 172.642
master random-first 100000000 10000 10000 1 1000 10 10 172.635
master random-first 100000000 10000 10000 1 1000 1000 1 360.007
master random-first 100000000 10000 10000 1 1000 1000 2 359.965
master random-first 100000000 10000 10000 1 1000 1000 3 360.020
master random-first 100000000 10000 10000 1 1000 1000 4 359.975
master random-first 100000000 10000 10000 1 1000 1000 5 359.967
master random-first 100000000 10000 10000 1 1000 1000 6 360.030
master random-first 100000000 10000 10000 1 1000 1000 7 359.990
master random-first 100000000 10000 10000 1 1000 1000 8 359.999
master random-first 100000000 10000 10000 1 1000 1000 9 360.007
master random-first 100000000 10000 10000 1 1000 1000 10 360.204
master random-first 100000000 10000 10000 10 0 1 1 2.593
master random-first 100000000 10000 10000 10 0 1 2 2.486
master random-first 100000000 10000 10000 10 0 1 3 2.426
master random-first 100000000 10000 10000 10 0 1 4 2.440
master random-first 100000000 10000 10000 10 0 1 5 2.428
master random-first 100000000 10000 10000 10 0 1 6 2.417
master random-first 100000000 10000 10000 10 0 1 7 2.457
master random-first 100000000 10000 10000 10 0 1 8 2.424
master random-first 100000000 10000 10000 10 0 1 9 2.341
master random-first 100000000 10000 10000 10 0 1 10 2.417
master random-first 100000000 10000 10000 10 0 10 1 3.989
master random-first 100000000 10000 10000 10 0 10 2 4.027
master random-first 100000000 10000 10000 10 0 10 3 4.021
master random-first 100000000 10000 10000 10 0 10 4 4.021
master random-first 100000000 10000 10000 10 0 10 5 4.027
master random-first 100000000 10000 10000 10 0 10 6 4.038
master random-first 100000000 10000 10000 10 0 10 7 3.990
master random-first 100000000 10000 10000 10 0 10 8 4.012
master random-first 100000000 10000 10000 10 0 10 9 4.004
master random-first 100000000 10000 10000 10 0 10 10 4.033
master random-first 100000000 10000 10000 10 0 1000 1 192.743
master random-first 100000000 10000 10000 10 0 1000 2 192.719
master random-first 100000000 10000 10000 10 0 1000 3 192.736
master random-first 100000000 10000 10000 10 0 1000 4 192.710
master random-first 100000000 10000 10000 10 0 1000 5 192.754
master random-first 100000000 10000 10000 10 0 1000 6 192.714
master random-first 100000000 10000 10000 10 0 1000 7 192.723
master random-first 100000000 10000 10000 10 0 1000 8 192.746
master random-first 100000000 10000 10000 10 0 1000 9 192.735
master random-first 100000000 10000 10000 10 0 1000 10 192.742
master random-first 100000000 10000 10000 10 10 1 1 4.011
master random-first 100000000 10000 10000 10 10 1 2 4.013
master random-first 100000000 10000 10000 10 10 1 3 4.012
master random-first 100000000 10000 10000 10 10 1 4 4.014
master random-first 100000000 10000 10000 10 10 1 5 4.013
master random-first 100000000 10000 10000 10 10 1 6 3.970
master random-first 100000000 10000 10000 10 10 1 7 4.014
master random-first 100000000 10000 10000 10 10 1 8 4.006
master random-first 100000000 10000 10000 10 10 1 9 4.012
master random-first 100000000 10000 10000 10 10 1 10 4.016
master random-first 100000000 10000 10000 10 10 10 1 5.744
master random-first 100000000 10000 10000 10 10 10 2 5.749
master random-first 100000000 10000 10000 10 10 10 3 5.739
master random-first 100000000 10000 10000 10 10 10 4 5.749
master random-first 100000000 10000 10000 10 10 10 5 5.740
master random-first 100000000 10000 10000 10 10 10 6 5.762
master random-first 100000000 10000 10000 10 10 10 7 5.741
master random-first 100000000 10000 10000 10 10 10 8 5.771
master random-first 100000000 10000 10000 10 10 10 9 5.766
master random-first 100000000 10000 10000 10 10 10 10 5.746
master random-first 100000000 10000 10000 10 10 1000 1 194.485
master random-first 100000000 10000 10000 10 10 1000 2 194.489
master random-first 100000000 10000 10000 10 10 1000 3 194.476
master random-first 100000000 10000 10000 10 10 1000 4 194.444
master random-first 100000000 10000 10000 10 10 1000 5 194.473
master random-first 100000000 10000 10000 10 10 1000 6 194.483
master random-first 100000000 10000 10000 10 10 1000 7 194.473
master random-first 100000000 10000 10000 10 10 1000 8 194.590
master random-first 100000000 10000 10000 10 10 1000 9 194.498
master random-first 100000000 10000 10000 10 10 1000 10 194.463
master random-first 100000000 10000 10000 10 1000 1 1 171.012
master random-first 100000000 10000 10000 10 1000 1 2 170.982
master random-first 100000000 10000 10000 10 1000 1 3 171.028
master random-first 100000000 10000 10000 10 1000 1 4 171.004
master random-first 100000000 10000 10000 10 1000 1 5 170.978
master random-first 100000000 10000 10000 10 1000 1 6 170.988
master random-first 100000000 10000 10000 10 1000 1 7 170.999
master random-first 100000000 10000 10000 10 1000 1 8 171.013
master random-first 100000000 10000 10000 10 1000 1 9 171.034
master random-first 100000000 10000 10000 10 1000 1 10 170.972
master random-first 100000000 10000 10000 10 1000 10 1 172.648
master random-first 100000000 10000 10000 10 1000 10 2 172.667
master random-first 100000000 10000 10000 10 1000 10 3 172.654
master random-first 100000000 10000 10000 10 1000 10 4 172.658
master random-first 100000000 10000 10000 10 1000 10 5 172.622
master random-first 100000000 10000 10000 10 1000 10 6 172.691
master random-first 100000000 10000 10000 10 1000 10 7 172.661
master random-first 100000000 10000 10000 10 1000 10 8 172.688
master random-first 100000000 10000 10000 10 1000 10 9 172.665
master random-first 100000000 10000 10000 10 1000 10 10 172.665
master random-first 100000000 10000 10000 10 1000 1000 1 360.042
master random-first 100000000 10000 10000 10 1000 1000 2 359.996
master random-first 100000000 10000 10000 10 1000 1000 3 360.030
master random-first 100000000 10000 10000 10 1000 1000 4 360.058
master random-first 100000000 10000 10000 10 1000 1000 5 360.049
master random-first 100000000 10000 10000 10 1000 1000 6 359.979
master random-first 100000000 10000 10000 10 1000 1000 7 360.076
master random-first 100000000 10000 10000 10 1000 1000 8 360.063
master random-first 100000000 10000 10000 10 1000 1000 9 360.052
master random-first 100000000 10000 10000 10 1000 1000 10 359.973
master random-first 100000000 10000 10000 1000 0 1 1 39.594
master random-first 100000000 10000 10000 1000 0 1 2 39.576
master random-first 100000000 10000 10000 1000 0 1 3 39.393
master random-first 100000000 10000 10000 1000 0 1 4 39.363
master random-first 100000000 10000 10000 1000 0 1 5 39.423
master random-first 100000000 10000 10000 1000 0 1 6 39.461
master random-first 100000000 10000 10000 1000 0 1 7 39.449
master random-first 100000000 10000 10000 1000 0 1 8 39.532
master random-first 100000000 10000 10000 1000 0 1 9 39.403
master random-first 100000000 10000 10000 1000 0 1 10 39.404
master random-first 100000000 10000 10000 1000 0 10 1 40.946
master random-first 100000000 10000 10000 1000 0 10 2 40.902
master random-first 100000000 10000 10000 1000 0 10 3 40.852
master random-first 100000000 10000 10000 1000 0 10 4 40.899
master random-first 100000000 10000 10000 1000 0 10 5 41.006
master random-first 100000000 10000 10000 1000 0 10 6 40.878
master random-first 100000000 10000 10000 1000 0 10 7 41.079
master random-first 100000000 10000 10000 1000 0 10 8 40.995
master random-first 100000000 10000 10000 1000 0 10 9 40.793
master random-first 100000000 10000 10000 1000 0 10 10 40.807
master random-first 100000000 10000 10000 1000 0 1000 1 184.294
master random-first 100000000 10000 10000 1000 0 1000 2 184.522
master random-first 100000000 10000 10000 1000 0 1000 3 184.363
master random-first 100000000 10000 10000 1000 0 1000 4 184.433
master random-first 100000000 10000 10000 1000 0 1000 5 184.328
master random-first 100000000 10000 10000 1000 0 1000 6 184.418
master random-first 100000000 10000 10000 1000 0 1000 7 184.310
master random-first 100000000 10000 10000 1000 0 1000 8 184.654
master random-first 100000000 10000 10000 1000 0 1000 9 184.490
master random-first 100000000 10000 10000 1000 0 1000 10 184.797
master random-first 100000000 10000 10000 1000 10 1 1 40.734
master random-first 100000000 10000 10000 1000 10 1 2 40.830
master random-first 100000000 10000 10000 1000 10 1 3 40.716
master random-first 100000000 10000 10000 1000 10 1 4 40.758
master random-first 100000000 10000 10000 1000 10 1 5 40.871
master random-first 100000000 10000 10000 1000 10 1 6 40.802
master random-first 100000000 10000 10000 1000 10 1 7 41.135
master random-first 100000000 10000 10000 1000 10 1 8 40.780
master random-first 100000000 10000 10000 1000 10 1 9 40.725
master random-first 100000000 10000 10000 1000 10 1 10 40.899
master random-first 100000000 10000 10000 1000 10 10 1 42.275
master random-first 100000000 10000 10000 1000 10 10 2 42.354
master random-first 100000000 10000 10000 1000 10 10 3 42.076
master random-first 100000000 10000 10000 1000 10 10 4 42.369
master random-first 100000000 10000 10000 1000 10 10 5 42.355
master random-first 100000000 10000 10000 1000 10 10 6 42.256
master random-first 100000000 10000 10000 1000 10 10 7 42.179
master random-first 100000000 10000 10000 1000 10 10 8 42.276
master random-first 100000000 10000 10000 1000 10 10 9 42.194
master random-first 100000000 10000 10000 1000 10 10 10 42.360
master random-first 100000000 10000 10000 1000 10 1000 1 186.010
master random-first 100000000 10000 10000 1000 10 1000 2 186.364
master random-first 100000000 10000 10000 1000 10 1000 3 186.016
master random-first 100000000 10000 10000 1000 10 1000 4 186.517
master random-first 100000000 10000 10000 1000 10 1000 5 185.887
master random-first 100000000 10000 10000 1000 10 1000 6 185.937
master random-first 100000000 10000 10000 1000 10 1000 7 186.112
master random-first 100000000 10000 10000 1000 10 1000 8 186.077
master random-first 100000000 10000 10000 1000 10 1000 9 185.960
master random-first 100000000 10000 10000 1000 10 1000 10 185.952
master random-first 100000000 10000 10000 1000 1000 1 1 162.436
master random-first 100000000 10000 10000 1000 1000 1 2 162.330
master random-first 100000000 10000 10000 1000 1000 1 3 162.390
master random-first 100000000 10000 10000 1000 1000 1 4 162.331
master random-first 100000000 10000 10000 1000 1000 1 5 162.451
master random-first 100000000 10000 10000 1000 1000 1 6 162.335
master random-first 100000000 10000 10000 1000 1000 1 7 162.380
master random-first 100000000 10000 10000 1000 1000 1 8 162.414
master random-first 100000000 10000 10000 1000 1000 1 9 162.383
master random-first 100000000 10000 10000 1000 1000 1 10 162.347
master random-first 100000000 10000 10000 1000 1000 10 1 164.117
master random-first 100000000 10000 10000 1000 1000 10 2 164.199
master random-first 100000000 10000 10000 1000 1000 10 3 164.042
master random-first 100000000 10000 10000 1000 1000 10 4 164.158
master random-first 100000000 10000 10000 1000 1000 10 5 164.113
master random-first 100000000 10000 10000 1000 1000 10 6 164.113
master random-first 100000000 10000 10000 1000 1000 10 7 164.125
master random-first 100000000 10000 10000 1000 1000 10 8 164.119
master random-first 100000000 10000 10000 1000 1000 10 9 164.190
master random-first 100000000 10000 10000 1000 1000 10 10 164.158
master random-first 100000000 10000 10000 1000 1000 1000 1 306.619
master random-first 100000000 10000 10000 1000 1000 1000 2 306.728
master random-first 100000000 10000 10000 1000 1000 1000 3 306.726
master random-first 100000000 10000 10000 1000 1000 1000 4 306.663
master random-first 100000000 10000 10000 1000 1000 1000 5 306.691
master random-first 100000000 10000 10000 1000 1000 1000 6 306.797
master random-first 100000000 10000 10000 1000 1000 1000 7 306.744
master random-first 100000000 10000 10000 1000 1000 1000 8 307.193
master random-first 100000000 10000 10000 1000 1000 1000 9 306.791
master random-first 100000000 10000 10000 1000 1000 1000 10 306.547
master random-last 100000000 10000 10000 1 0 1 1 2.538
master random-last 100000000 10000 10000 1 0 1 2 2.412
master random-last 100000000 10000 10000 1 0 1 3 2.341
master random-last 100000000 10000 10000 1 0 1 4 2.447
master random-last 100000000 10000 10000 1 0 1 5 2.295
master random-last 100000000 10000 10000 1 0 1 6 2.434
master random-last 100000000 10000 10000 1 0 1 7 2.389
master random-last 100000000 10000 10000 1 0 1 8 2.439
master random-last 100000000 10000 10000 1 0 1 9 2.436
master random-last 100000000 10000 10000 1 0 1 10 2.449
master random-last 100000000 10000 10000 1 0 10 1 4.018
master random-last 100000000 10000 10000 1 0 10 2 3.979
master random-last 100000000 10000 10000 1 0 10 3 4.018
master random-last 100000000 10000 10000 1 0 10 4 4.019
master random-last 100000000 10000 10000 1 0 10 5 4.016
master random-last 100000000 10000 10000 1 0 10 6 4.015
master random-last 100000000 10000 10000 1 0 10 7 3.978
master random-last 100000000 10000 10000 1 0 10 8 4.005
master random-last 100000000 10000 10000 1 0 10 9 4.014
master random-last 100000000 10000 10000 1 0 10 10 4.019
master random-last 100000000 10000 10000 1 0 1000 1 192.809
master random-last 100000000 10000 10000 1 0 1000 2 192.833
master random-last 100000000 10000 10000 1 0 1000 3 192.819
master random-last 100000000 10000 10000 1 0 1000 4 192.826
master random-last 100000000 10000 10000 1 0 1000 5 192.814
master random-last 100000000 10000 10000 1 0 1000 6 192.814
master random-last 100000000 10000 10000 1 0 1000 7 192.791
master random-last 100000000 10000 10000 1 0 1000 8 192.807
master random-last 100000000 10000 10000 1 0 1000 9 192.808
master random-last 100000000 10000 10000 1 0 1000 10 192.829
master random-last 100000000 10000 10000 1 10 1 1 3.940
master random-last 100000000 10000 10000 1 10 1 2 3.979
master random-last 100000000 10000 10000 1 10 1 3 3.968
master random-last 100000000 10000 10000 1 10 1 4 3.992
master random-last 100000000 10000 10000 1 10 1 5 3.966
master random-last 100000000 10000 10000 1 10 1 6 3.979
master random-last 100000000 10000 10000 1 10 1 7 3.931
master random-last 100000000 10000 10000 1 10 1 8 3.965
master random-last 100000000 10000 10000 1 10 1 9 3.992
master random-last 100000000 10000 10000 1 10 1 10 3.975
master random-last 100000000 10000 10000 1 10 10 1 5.682
master random-last 100000000 10000 10000 1 10 10 2 5.679
master random-last 100000000 10000 10000 1 10 10 3 5.723
master random-last 100000000 10000 10000 1 10 10 4 5.727
master random-last 100000000 10000 10000 1 10 10 5 5.725
master random-last 100000000 10000 10000 1 10 10 6 5.723
master random-last 100000000 10000 10000 1 10 10 7 5.731
master random-last 100000000 10000 10000 1 10 10 8 5.717
master random-last 100000000 10000 10000 1 10 10 9 5.712
master random-last 100000000 10000 10000 1 10 10 10 5.713
master random-last 100000000 10000 10000 1 10 1000 1 194.460
master random-last 100000000 10000 10000 1 10 1000 2 194.462
master random-last 100000000 10000 10000 1 10 1000 3 194.452
master random-last 100000000 10000 10000 1 10 1000 4 194.447
master random-last 100000000 10000 10000 1 10 1000 5 194.467
master random-last 100000000 10000 10000 1 10 1000 6 194.438
master random-last 100000000 10000 10000 1 10 1000 7 194.487
master random-last 100000000 10000 10000 1 10 1000 8 194.429
master random-last 100000000 10000 10000 1 10 1000 9 194.477
master random-last 100000000 10000 10000 1 10 1000 10 194.437
master random-last 100000000 10000 10000 1 1000 1 1 171.051
master random-last 100000000 10000 10000 1 1000 1 2 171.030
master random-last 100000000 10000 10000 1 1000 1 3 171.041
master random-last 100000000 10000 10000 1 1000 1 4 171.067
master random-last 100000000 10000 10000 1 1000 1 5 171.061
master random-last 100000000 10000 10000 1 1000 1 6 171.067
master random-last 100000000 10000 10000 1 1000 1 7 171.022
master random-last 100000000 10000 10000 1 1000 1 8 171.067
master random-last 100000000 10000 10000 1 1000 1 9 171.060
master random-last 100000000 10000 10000 1 1000 1 10 171.093
master random-last 100000000 10000 10000 1 1000 10 1 172.797
master random-last 100000000 10000 10000 1 1000 10 2 172.777
master random-last 100000000 10000 10000 1 1000 10 3 172.772
master random-last 100000000 10000 10000 1 1000 10 4 172.786
master random-last 100000000 10000 10000 1 1000 10 5 172.770
master random-last 100000000 10000 10000 1 1000 10 6 172.785
master random-last 100000000 10000 10000 1 1000 10 7 172.815
master random-last 100000000 10000 10000 1 1000 10 8 172.766
master random-last 100000000 10000 10000 1 1000 10 9 172.797
master random-last 100000000 10000 10000 1 1000 10 10 172.779
master random-last 100000000 10000 10000 1 1000 1000 1 360.119
master random-last 100000000 10000 10000 1 1000 1000 2 360.024
master random-last 100000000 10000 10000 1 1000 1000 3 360.053
master random-last 100000000 10000 10000 1 1000 1000 4 360.013
master random-last 100000000 10000 10000 1 1000 1000 5 360.003
master random-last 100000000 10000 10000 1 1000 1000 6 360.051
master random-last 100000000 10000 10000 1 1000 1000 7 360.077
master random-last 100000000 10000 10000 1 1000 1000 8 360.023
master random-last 100000000 10000 10000 1 1000 1000 9 359.988
master random-last 100000000 10000 10000 1 1000 1000 10 359.977
master random-last 100000000 10000 10000 10 0 1 1 2.528
master random-last 100000000 10000 10000 10 0 1 2 2.491
master random-last 100000000 10000 10000 10 0 1 3 2.461
master random-last 100000000 10000 10000 10 0 1 4 2.317
master random-last 100000000 10000 10000 10 0 1 5 2.458
master random-last 100000000 10000 10000 10 0 1 6 2.395
master random-last 100000000 10000 10000 10 0 1 7 2.449
master random-last 100000000 10000 10000 10 0 1 8 2.348
master random-last 100000000 10000 10000 10 0 1 9 2.406
master random-last 100000000 10000 10000 10 0 1 10 2.450
master random-last 100000000 10000 10000 10 0 10 1 4.041
master random-last 100000000 10000 10000 10 0 10 2 4.029
master random-last 100000000 10000 10000 10 0 10 3 3.999
master random-last 100000000 10000 10000 10 0 10 4 4.026
master random-last 100000000 10000 10000 10 0 10 5 4.036
master random-last 100000000 10000 10000 10 0 10 6 4.037
master random-last 100000000 10000 10000 10 0 10 7 4.036
master random-last 100000000 10000 10000 10 0 10 8 3.994
master random-last 100000000 10000 10000 10 0 10 9 4.035
master random-last 100000000 10000 10000 10 0 10 10 4.030
master random-last 100000000 10000 10000 10 0 1000 1 192.792
master random-last 100000000 10000 10000 10 0 1000 2 192.808
master random-last 100000000 10000 10000 10 0 1000 3 192.834
master random-last 100000000 10000 10000 10 0 1000 4 192.837
master random-last 100000000 10000 10000 10 0 1000 5 192.824
master random-last 100000000 10000 10000 10 0 1000 6 192.846
master random-last 100000000 10000 10000 10 0 1000 7 192.869
master random-last 100000000 10000 10000 10 0 1000 8 192.832
master random-last 100000000 10000 10000 10 0 1000 9 192.820
master random-last 100000000 10000 10000 10 0 1000 10 192.823
master random-last 100000000 10000 10000 10 10 1 1 3.957
master random-last 100000000 10000 10000 10 10 1 2 3.999
master random-last 100000000 10000 10000 10 10 1 3 3.987
master random-last 100000000 10000 10000 10 10 1 4 3.991
master random-last 100000000 10000 10000 10 10 1 5 4.008
master random-last 100000000 10000 10000 10 10 1 6 3.955
master random-last 100000000 10000 10000 10 10 1 7 4.020
master random-last 100000000 10000 10000 10 10 1 8 4.002
master random-last 100000000 10000 10000 10 10 1 9 3.991
master random-last 100000000 10000 10000 10 10 1 10 3.995
master random-last 100000000 10000 10000 10 10 10 1 5.772
master random-last 100000000 10000 10000 10 10 10 2 5.774
master random-last 100000000 10000 10000 10 10 10 3 5.733
master random-last 100000000 10000 10000 10 10 10 4 5.753
master random-last 100000000 10000 10000 10 10 10 5 5.751
master random-last 100000000 10000 10000 10 10 10 6 5.724
master random-last 100000000 10000 10000 10 10 10 7 5.720
master random-last 100000000 10000 10000 10 10 10 8 5.709
master random-last 100000000 10000 10000 10 10 10 9 5.737
master random-last 100000000 10000 10000 10 10 10 10 5.756
master random-last 100000000 10000 10000 10 10 1000 1 194.482
master random-last 100000000 10000 10000 10 10 1000 2 194.424
master random-last 100000000 10000 10000 10 10 1000 3 194.457
master random-last 100000000 10000 10000 10 10 1000 4 194.460
master random-last 100000000 10000 10000 10 10 1000 5 194.442
master random-last 100000000 10000 10000 10 10 1000 6 194.456
master random-last 100000000 10000 10000 10 10 1000 7 194.462
master random-last 100000000 10000 10000 10 10 1000 8 194.465
master random-last 100000000 10000 10000 10 10 1000 9 194.469
master random-last 100000000 10000 10000 10 10 1000 10 194.464
master random-last 100000000 10000 10000 10 1000 1 1 171.086
master random-last 100000000 10000 10000 10 1000 1 2 171.093
master random-last 100000000 10000 10000 10 1000 1 3 171.026
master random-last 100000000 10000 10000 10 1000 1 4 171.082
master random-last 100000000 10000 10000 10 1000 1 5 171.074
master random-last 100000000 10000 10000 10 1000 1 6 171.080
master random-last 100000000 10000 10000 10 1000 1 7 171.040
master random-last 100000000 10000 10000 10 1000 1 8 171.165
master random-last 100000000 10000 10000 10 1000 1 9 171.149
master random-last 100000000 10000 10000 10 1000 1 10 171.069
master random-last 100000000 10000 10000 10 1000 10 1 172.744
master random-last 100000000 10000 10000 10 1000 10 2 172.769
master random-last 100000000 10000 10000 10 1000 10 3 172.757
master random-last 100000000 10000 10000 10 1000 10 4 172.770
master random-last 100000000 10000 10000 10 1000 10 5 172.744
master random-last 100000000 10000 10000 10 1000 10 6 172.810
master random-last 100000000 10000 10000 10 1000 10 7 172.752
master random-last 100000000 10000 10000 10 1000 10 8 172.775
master random-last 100000000 10000 10000 10 1000 10 9 172.802
master random-last 100000000 10000 10000 10 1000 10 10 172.764
master random-last 100000000 10000 10000 10 1000 1000 1 360.067
master random-last 100000000 10000 10000 10 1000 1000 2 360.095
master random-last 100000000 10000 10000 10 1000 1000 3 360.009
master random-last 100000000 10000 10000 10 1000 1000 4 360.093
master random-last 100000000 10000 10000 10 1000 1000 5 360.095
master random-last 100000000 10000 10000 10 1000 1000 6 360.059
master random-last 100000000 10000 10000 10 1000 1000 7 360.087
master random-last 100000000 10000 10000 10 1000 1000 8 360.082
master random-last 100000000 10000 10000 10 1000 1000 9 383.521
master random-last 100000000 10000 10000 10 1000 1000 10 360.067
master random-last 100000000 10000 10000 1000 0 1 1 3.867
master random-last 100000000 10000 10000 1000 0 1 2 3.734
master random-last 100000000 10000 10000 1000 0 1 3 3.715
master random-last 100000000 10000 10000 1000 0 1 4 3.705
master random-last 100000000 10000 10000 1000 0 1 5 3.720
master random-last 100000000 10000 10000 1000 0 1 6 3.694
master random-last 100000000 10000 10000 1000 0 1 7 3.648
master random-last 100000000 10000 10000 1000 0 1 8 3.710
master random-last 100000000 10000 10000 1000 0 1 9 3.718
master random-last 100000000 10000 10000 1000 0 1 10 3.709
master random-last 100000000 10000 10000 1000 0 10 1 5.297
master random-last 100000000 10000 10000 1000 0 10 2 5.319
master random-last 100000000 10000 10000 1000 0 10 3 5.252
master random-last 100000000 10000 10000 1000 0 10 4 5.279
master random-last 100000000 10000 10000 1000 0 10 5 5.237
master random-last 100000000 10000 10000 1000 0 10 6 5.275
master random-last 100000000 10000 10000 1000 0 10 7 5.290
master random-last 100000000 10000 10000 1000 0 10 8 5.278
master random-last 100000000 10000 10000 1000 0 10 9 5.297
master random-last 100000000 10000 10000 1000 0 10 10 5.303
master random-last 100000000 10000 10000 1000 0 1000 1 194.196
master random-last 100000000 10000 10000 1000 0 1000 2 194.203
master random-last 100000000 10000 10000 1000 0 1000 3 194.202
master random-last 100000000 10000 10000 1000 0 1000 4 194.196
master random-last 100000000 10000 10000 1000 0 1000 5 194.221
master random-last 100000000 10000 10000 1000 0 1000 6 194.185
master random-last 100000000 10000 10000 1000 0 1000 7 194.189
master random-last 100000000 10000 10000 1000 0 1000 8 194.133
master random-last 100000000 10000 10000 1000 0 1000 9 194.227
master random-last 100000000 10000 10000 1000 0 1000 10 194.226
master random-last 100000000 10000 10000 1000 10 1 1 5.271
master random-last 100000000 10000 10000 1000 10 1 2 5.273
master random-last 100000000 10000 10000 1000 10 1 3 5.227
master random-last 100000000 10000 10000 1000 10 1 4 5.275
master random-last 100000000 10000 10000 1000 10 1 5 5.265
master random-last 100000000 10000 10000 1000 10 1 6 5.247
master random-last 100000000 10000 10000 1000 10 1 7 5.262
master random-last 100000000 10000 10000 1000 10 1 8 5.297
master random-last 100000000 10000 10000 1000 10 1 9 5.269
master random-last 100000000 10000 10000 1000 10 1 10 5.295
master random-last 100000000 10000 10000 1000 10 10 1 6.992
master random-last 100000000 10000 10000 1000 10 10 2 6.994
master random-last 100000000 10000 10000 1000 10 10 3 6.948
master random-last 100000000 10000 10000 1000 10 10 4 6.966
master random-last 100000000 10000 10000 1000 10 10 5 6.984
master random-last 100000000 10000 10000 1000 10 10 6 6.982
master random-last 100000000 10000 10000 1000 10 10 7 6.997
master random-last 100000000 10000 10000 1000 10 10 8 7.009
master random-last 100000000 10000 10000 1000 10 10 9 6.954
master random-last 100000000 10000 10000 1000 10 10 10 6.995
