version type size len rows randomlen prefix slice run time
master random-first 100000000 10000 10000 1 1000 1000 7 956.900
master random-first 100000000 10000 10000 1 1000 1000 8 956.982
master random-first 100000000 10000 10000 1 1000 1000 9 957.687
master random-first 100000000 10000 10000 1 1000 1000 10 956.411
master random-first 100000000 10000 10000 10 0 1 1 7.084
master random-first 100000000 10000 10000 10 0 1 2 5.916
master random-first 100000000 10000 10000 10 0 1 3 5.884
master random-first 100000000 10000 10000 10 0 1 4 5.903
master random-first 100000000 10000 10000 10 0 1 5 5.899
master random-first 100000000 10000 10000 10 0 1 6 5.960
master random-first 100000000 10000 10000 10 0 1 7 5.934
master random-first 100000000 10000 10000 10 0 1 8 5.888
master random-first 100000000 10000 10000 10 0 1 9 5.969
master random-first 100000000 10000 10000 10 0 1 10 5.979
master random-first 100000000 10000 10000 10 0 10 1 11.542
master random-first 100000000 10000 10000 10 0 10 2 11.612
master random-first 100000000 10000 10000 10 0 10 3 11.803
master random-first 100000000 10000 10000 10 0 10 4 11.648
master random-first 100000000 10000 10000 10 0 10 5 11.548
master random-first 100000000 10000 10000 10 0 10 6 11.791
master random-first 100000000 10000 10000 10 0 10 7 11.780
master random-first 100000000 10000 10000 10 0 10 8 11.641
master random-first 100000000 10000 10000 10 0 10 9 11.559
master random-first 100000000 10000 10000 10 0 10 10 11.644
master random-first 100000000 10000 10000 10 0 1000 1 517.614
master random-first 100000000 10000 10000 10 0 1000 2 517.467
master random-first 100000000 10000 10000 10 0 1000 3 522.170
master random-first 100000000 10000 10000 10 0 1000 4 517.296
master random-first 100000000 10000 10000 10 0 1000 5 517.623
master random-first 100000000 10000 10000 10 0 1000 6 516.986
master random-first 100000000 10000 10000 10 0 1000 7 516.832
master random-first 100000000 10000 10000 10 0 1000 8 516.987
master random-first 100000000 10000 10000 10 0 1000 9 516.914
master random-first 100000000 10000 10000 10 0 1000 10 519.359
master random-first 100000000 10000 10000 10 10 1 1 11.216
master random-first 100000000 10000 10000 10 10 1 2 11.560
master random-first 100000000 10000 10000 10 10 1 3 11.434
master random-first 100000000 10000 10000 10 10 1 4 11.528
master random-first 100000000 10000 10000 10 10 1 5 11.450
master random-first 100000000 10000 10000 10 10 1 6 11.485
master random-first 100000000 10000 10000 10 10 1 7 11.548
master random-first 100000000 10000 10000 10 10 1 8 11.535
master random-first 100000000 10000 10000 10 10 1 9 11.491
master random-first 100000000 10000 10000 10 10 1 10 11.391
master random-first 100000000 10000 10000 10 10 10 1 16.701
master random-first 100000000 10000 10000 10 10 10 2 16.713
master random-first 100000000 10000 10000 10 10 10 3 16.611
master random-first 100000000 10000 10000 10 10 10 4 16.592
master random-first 100000000 10000 10000 10 10 10 5 16.541
master random-first 100000000 10000 10000 10 10 10 6 16.599
master random-first 100000000 10000 10000 10 10 10 7 16.562
master random-first 100000000 10000 10000 10 10 10 8 16.601
master random-first 100000000 10000 10000 10 10 10 9 16.714
master random-first 100000000 10000 10000 10 10 10 10 16.381
master random-first 100000000 10000 10000 10 10 1000 1 521.765
master random-first 100000000 10000 10000 10 10 1000 2 523.617
master random-first 100000000 10000 10000 10 10 1000 3 520.911
master random-first 100000000 10000 10000 10 10 1000 4 521.338
master random-first 100000000 10000 10000 10 10 1000 5 520.804
master random-first 100000000 10000 10000 10 10 1000 6 520.884
master random-first 100000000 10000 10000 10 10 1000 7 520.231
master random-first 100000000 10000 10000 10 10 1000 8 522.259
master random-first 100000000 10000 10000 10 10 1000 9 520.933
master random-first 100000000 10000 10000 10 10 1000 10 521.143
master random-first 100000000 10000 10000 10 1000 1 1 446.055
master random-first 100000000 10000 10000 10 1000 1 2 447.870
master random-first 100000000 10000 10000 10 1000 1 3 446.399
master random-first 100000000 10000 10000 10 1000 1 4 446.998
master random-first 100000000 10000 10000 10 1000 1 5 447.413
master random-first 100000000 10000 10000 10 1000 1 6 447.478
master random-first 100000000 10000 10000 10 1000 1 7 446.933
master random-first 100000000 10000 10000 10 1000 1 8 446.138
master random-first 100000000 10000 10000 10 1000 1 9 446.655
master random-first 100000000 10000 10000 10 1000 1 10 447.553
master random-first 100000000 10000 10000 10 1000 10 1 450.963
master random-first 100000000 10000 10000 10 1000 10 2 448.712
master random-first 100000000 10000 10000 10 1000 10 3 450.952
master random-first 100000000 10000 10000 10 1000 10 4 449.242
master random-first 100000000 10000 10000 10 1000 10 5 449.915
master random-first 100000000 10000 10000 10 1000 10 6 449.815
master random-first 100000000 10000 10000 10 1000 10 7 449.271
master random-first 100000000 10000 10000 10 1000 10 8 449.647
master random-first 100000000 10000 10000 10 1000 10 9 449.483
master random-first 100000000 10000 10000 10 1000 10 10 449.287
master random-first 100000000 10000 10000 10 1000 1000 1 955.194
master random-first 100000000 10000 10000 10 1000 1000 2 955.968
master random-first 100000000 10000 10000 10 1000 1000 3 953.798
master random-first 100000000 10000 10000 10 1000 1000 4 953.366
master random-first 100000000 10000 10000 10 1000 1000 5 954.949
master random-first 100000000 10000 10000 10 1000 1000 6 953.601
master random-first 100000000 10000 10000 10 1000 1000 7 956.177
master random-first 100000000 10000 10000 10 1000 1000 8 954.092
master random-first 100000000 10000 10000 10 1000 1000 9 954.252
master random-first 100000000 10000 10000 10 1000 1000 10 954.841
master random-first 100000000 10000 10000 1000 0 1 1 76.218
master random-first 100000000 10000 10000 1000 0 1 2 74.842
master random-first 100000000 10000 10000 1000 0 1 3 76.089
master random-first 100000000 10000 10000 1000 0 1 4 74.952
master random-first 100000000 10000 10000 1000 0 1 5 75.103
master random-first 100000000 10000 10000 1000 0 1 6 74.514
master random-first 100000000 10000 10000 1000 0 1 7 75.653
master random-first 100000000 10000 10000 1000 0 1 8 76.373
master random-first 100000000 10000 10000 1000 0 1 9 74.936
master random-first 100000000 10000 10000 1000 0 1 10 75.357
master random-first 100000000 10000 10000 1000 0 10 1 78.996
master random-first 100000000 10000 10000 1000 0 10 2 78.573
master random-first 100000000 10000 10000 1000 0 10 3 78.624
master random-first 100000000 10000 10000 1000 0 10 4 79.904
master random-first 100000000 10000 10000 1000 0 10 5 78.445
master random-first 100000000 10000 10000 1000 0 10 6 78.936
master random-first 100000000 10000 10000 1000 0 10 7 79.541
master random-first 100000000 10000 10000 1000 0 10 8 80.287
master random-first 100000000 10000 10000 1000 0 10 9 78.380
master random-first 100000000 10000 10000 1000 0 10 10 79.131
master random-first 100000000 10000 10000 1000 0 1000 1 517.899
master random-first 100000000 10000 10000 1000 0 1000 2 519.628
master random-first 100000000 10000 10000 1000 0 1000 3 517.494
master random-first 100000000 10000 10000 1000 0 1000 4 518.614
master random-first 100000000 10000 10000 1000 0 1000 5 518.486
master random-first 100000000 10000 10000 1000 0 1000 6 518.869
master random-first 100000000 10000 10000 1000 0 1000 7 518.853
master random-first 100000000 10000 10000 1000 0 1000 8 517.853
master random-first 100000000 10000 10000 1000 0 1000 9 517.423
master random-first 100000000 10000 10000 1000 0 1000 10 518.486
master random-first 100000000 10000 10000 1000 10 1 1 80.636
master random-first 100000000 10000 10000 1000 10 1 2 78.630
master random-first 100000000 10000 10000 1000 10 1 3 79.492
master random-first 100000000 10000 10000 1000 10 1 4 79.023
master random-first 100000000 10000 10000 1000 10 1 5 78.336
master random-first 100000000 10000 10000 1000 10 1 6 78.715
master random-first 100000000 10000 10000 1000 10 1 7 79.213
master random-first 100000000 10000 10000 1000 10 1 8 78.698
master random-first 100000000 10000 10000 1000 10 1 9 78.341
master random-first 100000000 10000 10000 1000 10 1 10 79.485
master random-first 100000000 10000 10000 1000 10 10 1 82.948
master random-first 100000000 10000 10000 1000 10 10 2 82.002
master random-first 100000000 10000 10000 1000 10 10 3 83.256
master random-first 100000000 10000 10000 1000 10 10 4 82.132
master random-first 100000000 10000 10000 1000 10 10 5 82.657
master random-first 100000000 10000 10000 1000 10 10 6 82.305
master random-first 100000000 10000 10000 1000 10 10 7 81.976
master random-first 100000000 10000 10000 1000 10 10 8 81.928
master random-first 100000000 10000 10000 1000 10 10 9 82.286
master random-first 100000000 10000 10000 1000 10 10 10 82.367
master random-first 100000000 10000 10000 1000 10 1000 1 521.162
master random-first 100000000 10000 10000 1000 10 1000 2 522.658
master random-first 100000000 10000 10000 1000 10 1000 3 522.378
master random-first 100000000 10000 10000 1000 10 1000 4 524.738
master random-first 100000000 10000 10000 1000 10 1000 5 521.573
master random-first 100000000 10000 10000 1000 10 1000 6 523.602
master random-first 100000000 10000 10000 1000 10 1000 7 521.994
master random-first 100000000 10000 10000 1000 10 1000 8 522.650
master random-first 100000000 10000 10000 1000 10 1000 9 523.168
master random-first 100000000 10000 10000 1000 10 1000 10 522.857
master random-first 100000000 10000 10000 1000 1000 1 1 447.187
master random-first 100000000 10000 10000 1000 1000 1 2 446.274
master random-first 100000000 10000 10000 1000 1000 1 3 446.400
master random-first 100000000 10000 10000 1000 1000 1 4 447.744
master random-first 100000000 10000 10000 1000 1000 1 5 446.505
master random-first 100000000 10000 10000 1000 1000 1 6 447.157
master random-first 100000000 10000 10000 1000 1000 1 7 446.428
master random-first 100000000 10000 10000 1000 1000 1 8 446.591
master random-first 100000000 10000 10000 1000 1000 1 9 446.140
master random-first 100000000 10000 10000 1000 1000 1 10 447.483
master random-first 100000000 10000 10000 1000 1000 10 1 453.343
master random-first 100000000 10000 10000 1000 1000 10 2 452.340
master random-first 100000000 10000 10000 1000 1000 10 3 452.154
master random-first 100000000 10000 10000 1000 1000 10 4 452.092
master random-first 100000000 10000 10000 1000 1000 10 5 454.448
master random-first 100000000 10000 10000 1000 1000 10 6 453.102
master random-first 100000000 10000 10000 1000 1000 10 7 452.481
master random-first 100000000 10000 10000 1000 1000 10 8 452.300
master random-first 100000000 10000 10000 1000 1000 10 9 452.048
master random-first 100000000 10000 10000 1000 1000 10 10 452.684
master random-first 100000000 10000 10000 1000 1000 1000 1 883.968
master random-first 100000000 10000 10000 1000 1000 1000 2 883.507
master random-first 100000000 10000 10000 1000 1000 1000 3 886.456
master random-first 100000000 10000 10000 1000 1000 1000 4 885.045
master random-first 100000000 10000 10000 1000 1000 1000 5 885.695
master random-first 100000000 10000 10000 1000 1000 1000 6 883.399
master random-first 100000000 10000 10000 1000 1000 1000 7 885.635
master random-first 100000000 10000 10000 1000 1000 1000 8 883.758
master random-first 100000000 10000 10000 1000 1000 1000 9 886.530
master random-first 100000000 10000 10000 1000 1000 1000 10 884.634
master random-last 100000000 10000 10000 1 0 1 1 5.916
master random-last 100000000 10000 10000 1 0 1 2 6.009
master random-last 100000000 10000 10000 1 0 1 3 6.161
master random-last 100000000 10000 10000 1 0 1 4 5.944
master random-last 100000000 10000 10000 1 0 1 5 5.872
master random-last 100000000 10000 10000 1 0 1 6 6.269
master random-last 100000000 10000 10000 1 0 1 7 5.987
master random-last 100000000 10000 10000 1 0 1 8 5.968
master random-last 100000000 10000 10000 1 0 1 9 5.983
master random-last 100000000 10000 10000 1 0 1 10 5.985
master random-last 100000000 10000 10000 1 0 10 1 11.520
master random-last 100000000 10000 10000 1 0 10 2 11.599
master random-last 100000000 10000 10000 1 0 10 3 11.428
master random-last 100000000 10000 10000 1 0 10 4 11.557
master random-last 100000000 10000 10000 1 0 10 5 11.455
master random-last 100000000 10000 10000 1 0 10 6 11.640
master random-last 100000000 10000 10000 1 0 10 7 11.542
master random-last 100000000 10000 10000 1 0 10 8 11.487
master random-last 100000000 10000 10000 1 0 10 9 11.351
master random-last 100000000 10000 10000 1 0 10 10 11.589
master random-last 100000000 10000 10000 1 0 1000 1 516.367
master random-last 100000000 10000 10000 1 0 1000 2 516.195
master random-last 100000000 10000 10000 1 0 1000 3 517.939
master random-last 100000000 10000 10000 1 0 1000 4 517.140
master random-last 100000000 10000 10000 1 0 1000 5 516.174
master random-last 100000000 10000 10000 1 0 1000 6 515.757
master random-last 100000000 10000 10000 1 0 1000 7 516.418
master random-last 100000000 10000 10000 1 0 1000 8 516.027
master random-last 100000000 10000 10000 1 0 1000 9 517.099
master random-last 100000000 10000 10000 1 0 1000 10 516.997
master random-last 100000000 10000 10000 1 10 1 1 11.390
master random-last 100000000 10000 10000 1 10 1 2 11.389
master random-last 100000000 10000 10000 1 10 1 3 11.340
master random-last 100000000 10000 10000 1 10 1 4 11.325
master random-last 100000000 10000 10000 1 10 1 5 11.573
master random-last 100000000 10000 10000 1 10 1 6 11.435
master random-last 100000000 10000 10000 1 10 1 7 11.560
master random-last 100000000 10000 10000 1 10 1 8 11.337
master random-last 100000000 10000 10000 1 10 1 9 11.382
master random-last 100000000 10000 10000 1 10 1 10 11.422
master random-last 100000000 10000 10000 1 10 10 1 16.371
master random-last 100000000 10000 10000 1 10 10 2 16.380
master random-last 100000000 10000 10000 1 10 10 3 16.454
master random-last 100000000 10000 10000 1 10 10 4 16.381
master random-last 100000000 10000 10000 1 10 10 5 16.112
master random-last 100000000 10000 10000 1 10 10 6 16.217
master random-last 100000000 10000 10000 1 10 10 7 16.382
master random-last 100000000 10000 10000 1 10 10 8 16.379
master random-last 100000000 10000 10000 1 10 10 9 16.487
master random-last 100000000 10000 10000 1 10 10 10 16.336
master random-last 100000000 10000 10000 1 10 1000 1 522.454
master random-last 100000000 10000 10000 1 10 1000 2 520.293
master random-last 100000000 10000 10000 1 10 1000 3 521.636
master random-last 100000000 10000 10000 1 10 1000 4 521.724
master random-last 100000000 10000 10000 1 10 1000 5 519.980
master random-last 100000000 10000 10000 1 10 1000 6 519.797
master random-last 100000000 10000 10000 1 10 1000 7 520.135
master random-last 100000000 10000 10000 1 10 1000 8 520.382
master random-last 100000000 10000 10000 1 10 1000 9 520.111
master random-last 100000000 10000 10000 1 10 1000 10 519.805
master random-last 100000000 10000 10000 1 1000 1 1 445.197
master random-last 100000000 10000 10000 1 1000 1 2 447.449
master random-last 100000000 10000 10000 1 1000 1 3 445.948
master random-last 100000000 10000 10000 1 1000 1 4 445.552
master random-last 100000000 10000 10000 1 1000 1 5 445.458
master random-last 100000000 10000 10000 1 1000 1 6 445.326
master random-last 100000000 10000 10000 1 1000 1 7 445.568
master random-last 100000000 10000 10000 1 1000 1 8 445.379
master random-last 100000000 10000 10000 1 1000 1 9 446.548
master random-last 100000000 10000 10000 1 1000 1 10 445.535
master random-last 100000000 10000 10000 1 1000 10 1 449.707
master random-last 100000000 10000 10000 1 1000 10 2 449.991
master random-last 100000000 10000 10000 1 1000 10 3 450.722
master random-last 100000000 10000 10000 1 1000 10 4 450.026
master random-last 100000000 10000 10000 1 1000 10 5 449.115
master random-last 100000000 10000 10000 1 1000 10 6 449.266
master random-last 100000000 10000 10000 1 1000 10 7 449.182
master random-last 100000000 10000 10000 1 1000 10 8 449.734
master random-last 100000000 10000 10000 1 1000 10 9 449.560
master random-last 100000000 10000 10000 1 1000 10 10 449.522
master random-last 100000000 10000 10000 1 1000 1000 1 954.359
master random-last 100000000 10000 10000 1 1000 1000 2 955.279
master random-last 100000000 10000 10000 1 1000 1000 3 955.487
master random-last 100000000 10000 10000 1 1000 1000 4 955.467
master random-last 100000000 10000 10000 1 1000 1000 5 954.229
master random-last 100000000 10000 10000 1 1000 1000 6 955.666
master random-last 100000000 10000 10000 1 1000 1000 7 953.794
master random-last 100000000 10000 10000 1 1000 1000 8 954.921
master random-last 100000000 10000 10000 1 1000 1000 9 954.033
master random-last 100000000 10000 10000 1 1000 1000 10 953.295
master random-last 100000000 10000 10000 10 0 1 1 6.243
master random-last 100000000 10000 10000 10 0 1 2 5.983
master random-last 100000000 10000 10000 10 0 1 3 6.005
master random-last 100000000 10000 10000 10 0 1 4 6.194
master random-last 100000000 10000 10000 10 0 1 5 6.104
master random-last 100000000 10000 10000 10 0 1 6 5.989
master random-last 100000000 10000 10000 10 0 1 7 5.958
master random-last 100000000 10000 10000 10 0 1 8 6.037
master random-last 100000000 10000 10000 10 0 1 9 6.007
master random-last 100000000 10000 10000 10 0 1 10 6.007
master random-last 100000000 10000 10000 10 0 10 1 11.565
master random-last 100000000 10000 10000 10 0 10 2 11.578
master random-last 100000000 10000 10000 10 0 10 3 11.715
master random-last 100000000 10000 10000 10 0 10 4 11.676
master random-last 100000000 10000 10000 10 0 10 5 11.461
master random-last 100000000 10000 10000 10 0 10 6 11.407
master random-last 100000000 10000 10000 10 0 10 7 11.511
master random-last 100000000 10000 10000 10 0 10 8 11.458
master random-last 100000000 10000 10000 10 0 10 9 11.509
master random-last 100000000 10000 10000 10 0 10 10 11.497
master random-last 100000000 10000 10000 10 0 1000 1 517.069
master random-last 100000000 10000 10000 10 0 1000 2 517.022
master random-last 100000000 10000 10000 10 0 1000 3 516.175
master random-last 100000000 10000 10000 10 0 1000 4 516.414
master random-last 100000000 10000 10000 10 0 1000 5 517.809
master random-last 100000000 10000 10000 10 0 1000 6 516.137
master random-last 100000000 10000 10000 10 0 1000 7 516.238
master random-last 100000000 10000 10000 10 0 1000 8 516.446
master random-last 100000000 10000 10000 10 0 1000 9 516.109
master random-last 100000000 10000 10000 10 0 1000 10 517.124
master random-last 100000000 10000 10000 10 10 1 1 11.338
master random-last 100000000 10000 10000 10 10 1 2 11.390
master random-last 100000000 10000 10000 10 10 1 3 11.390
master random-last 100000000 10000 10000 10 10 1 4 11.516
master random-last 100000000 10000 10000 10 10 1 5 11.439
master random-last 100000000 10000 10000 10 10 1 6 11.439
master random-last 100000000 10000 10000 10 10 1 7 11.472
master random-last 100000000 10000 10000 10 10 1 8 11.496
master random-last 100000000 10000 10000 10 10 1 9 11.356
master random-last 100000000 10000 10000 10 10 1 10 11.454
master random-last 100000000 10000 10000 10 10 10 1 16.573
master random-last 100000000 10000 10000 10 10 10 2 16.682
master random-last 100000000 10000 10000 10 10 10 3 16.530
master random-last 100000000 10000 10000 10 10 10 4 16.426
master random-last 100000000 10000 10000 10 10 10 5 16.635
master random-last 100000000 10000 10000 10 10 10 6 16.420
master random-last 100000000 10000 10000 10 10 10 7 16.503
master random-last 100000000 10000 10000 10 10 10 8 16.381
master random-last 100000000 10000 10000 10 10 10 9 16.384
master random-last 100000000 10000 10000 10 10 10 10 16.405
master random-last 100000000 10000 10000 10 10 1000 1 520.262
master random-last 100000000 10000 10000 10 10 1000 2 521.734
master random-last 100000000 10000 10000 10 10 1000 3 520.330
master random-last 100000000 10000 10000 10 10 1000 4 520.600
master random-last 100000000 10000 10000 10 10 1000 5 520.825
master random-last 100000000 10000 10000 10 10 1000 6 520.322
master random-last 100000000 10000 10000 10 10 1000 7 520.159
master random-last 100000000 10000 10000 10 10 1000 8 520.932
master random-last 100000000 10000 10000 10 10 1000 9 521.117
master random-last 100000000 10000 10000 10 10 1000 10 521.915
master random-last 100000000 10000 10000 10 1000 1 1 444.904
master random-last 100000000 10000 10000 10 1000 1 2 445.471
master random-last 100000000 10000 10000 10 1000 1 3 446.449
master random-last 100000000 10000 10000 10 1000 1 4 445.537
master random-last 100000000 10000 10000 10 1000 1 5 452.509
master random-last 100000000 10000 10000 10 1000 1 6 446.148
master random-last 100000000 10000 10000 10 1000 1 7 446.063
master random-last 100000000 10000 10000 10 1000 1 8 445.073
master random-last 100000000 10000 10000 10 1000 1 9 446.455
master random-last 100000000 10000 10000 10 1000 1 10 447.901
master random-last 100000000 10000 10000 10 1000 10 1 449.804
master random-last 100000000 10000 10000 10 1000 10 2 449.482
master random-last 100000000 10000 10000 10 1000 10 3 449.270
master random-last 100000000 10000 10000 10 1000 10 4 449.864
master random-last 100000000 10000 10000 10 1000 10 5 449.533
master random-last 100000000 10000 10000 10 1000 10 6 449.091
master random-last 100000000 10000 10000 10 1000 10 7 449.520
master random-last 100000000 10000 10000 10 1000 10 8 451.224
master random-last 100000000 10000 10000 10 1000 10 9 450.457
master random-last 100000000 10000 10000 10 1000 10 10 449.319
master random-last 100000000 10000 10000 10 1000 1000 1 957.960
master random-last 100000000 10000 10000 10 1000 1000 2 955.620
master random-last 100000000 10000 10000 10 1000 1000 3 953.557
master random-last 100000000 10000 10000 10 1000 1000 4 954.105
master random-last 100000000 10000 10000 10 1000 1000 5 953.459
master random-last 100000000 10000 10000 10 1000 1000 6 955.516
master random-last 100000000 10000 10000 10 1000 1000 7 954.099
master random-last 100000000 10000 10000 10 1000 1000 8 954.235
master random-last 100000000 10000 10000 10 1000 1000 9 955.336
master random-last 100000000 10000 10000 10 1000 1000 10 953.758
master random-last 100000000 10000 10000 1000 0 1 1 9.124
master random-last 100000000 10000 10000 1000 0 1 2 8.261
master random-last 100000000 10000 10000 1000 0 1 3 8.087
master random-last 100000000 10000 10000 1000 0 1 4 8.614
master random-last 100000000 10000 10000 1000 0 1 5 8.052
master random-last 100000000 10000 10000 1000 0 1 6 8.111
master random-last 100000000 10000 10000 1000 0 1 7 8.082
master random-last 100000000 10000 10000 1000 0 1 8 8.210
master random-last 100000000 10000 10000 1000 0 1 9 8.013
master random-last 100000000 10000 10000 1000 0 1 10 7.977
master random-last 100000000 10000 10000 1000 0 10 1 13.758
master random-last 100000000 10000 10000 1000 0 10 2 13.571
master random-last 100000000 10000 10000 1000 0 10 3 13.509
master random-last 100000000 10000 10000 1000 0 10 4 13.740
master random-last 100000000 10000 10000 1000 0 10 5 13.743
master random-last 100000000 10000 10000 1000 0 10 6 13.678
master random-last 100000000 10000 10000 1000 0 10 7 13.560
master random-last 100000000 10000 10000 1000 0 10 8 13.635
master random-last 100000000 10000 10000 1000 0 10 9 13.690
master random-last 100000000 10000 10000 1000 0 10 10 13.490
master random-last 100000000 10000 10000 1000 0 1000 1 518.095
master random-last 100000000 10000 10000 1000 0 1000 2 519.289
master random-last 100000000 10000 10000 1000 0 1000 3 518.121
master random-last 100000000 10000 10000 1000 0 1000 4 518.420
master random-last 100000000 10000 10000 1000 0 1000 5 518.190
master random-last 100000000 10000 10000 1000 0 1000 6 518.201
master random-last 100000000 10000 10000 1000 0 1000 7 519.202
master random-last 100000000 10000 10000 1000 0 1000 8 517.642
master random-last 100000000 10000 10000 1000 0 1000 9 518.837
master random-last 100000000 10000 10000 1000 0 1000 10 518.163
master random-last 100000000 10000 10000 1000 10 1 1 13.518
master random-last 100000000 10000 10000 1000 10 1 2 13.418
master random-last 100000000 10000 10000 1000 10 1 3 13.451
master random-last 100000000 10000 10000 1000 10 1 4 13.682
master random-last 100000000 10000 10000 1000 10 1 5 13.393
master random-last 100000000 10000 10000 1000 10 1 6 13.487
master random-last 100000000 10000 10000 1000 10 1 7 13.476
master random-last 100000000 10000 10000 1000 10 1 8 13.437
master random-last 100000000 10000 10000 1000 10 1 9 13.533
master random-last 100000000 10000 10000 1000 10 1 10 13.556
master random-last 100000000 10000 10000 1000 10 10 1 18.608
master random-last 100000000 10000 10000 1000 10 10 2 18.639
master random-last 100000000 10000 10000 1000 10 10 3 18.731
master random-last 100000000 10000 10000 1000 10 10 4 18.464
master random-last 100000000 10000 10000 1000 10 10 5 18.673
master random-last 100000000 10000 10000 1000 10 10 6 18.655
master random-last 100000000 10000 10000 1000 10 10 7 18.618
master random-last 100000000 10000 10000 1000 10 10 8 18.430
master random-last 100000000 10000 10000 1000 10 10 9 18.739
master random-last 100000000 10000 10000 1000 10 10 10 18.665
